

#ID = 
#TYPE = Probe type, e.g. cDNA_clone for probes derived from a cDNA clone
#ReporterID = Brief probe ID/name, e.g. ID for the cDNA clone used to produce probe
#GeneName = Gene description annotation for probe
#GeneSymbol = Gene symbol annotation for probe
#UniGeneCluster = UniGene cluster ID annotation for probe
#UniGeneBuild = The UniGene build from which probe annotations were collected
#GB_LIST = GeneBank accession and/or RefSeq number annotation for probe
#EntrezGene = Entrez ID annotation for probe
#vector = cDNA clone vector name
#InsertLength = Length of vector insert
#ARRAY_BLOCK = Array block number, i.e. a number from 1 to 48
#BLOCK_COLUMN = Column within array block
#BLOCK_ROW = Row within array block
#SPOT_ID = spot identifier
#CLONE_ID = IMAGE clone identifier
ID	TYPE	ReporterID	GeneName	GeneSymbol	UniGeneCluster	UniGeneBuild	GB_LIST	EntrezGene	vector	InsertLength	ARRAY_BLOCK	BLOCK_COLUMN	BLOCK_ROW	SPOT_ID	CLONE_ID
7420	cDNA_clone	IMAGE:462856	RAP2C, member of RAS oncogene family	RAP2C	Hs.119889	188	AA705319,  NM_021183	57826	pT3T7-Pac	1929	13	4	22		
7421	cDNA_clone	IMAGE:462899	BTB (POZ) domain containing 15	HSPC063	Hs.178499	188	AA682309,  NM_014155	29068	pT3T7-Pac	1768	13	5	22		
7422	cDNA_clone	IMAGE:151492	Chromodomain helicase DNA binding protein 4	CHD4	Hs.162233	188	H03733,  NM_001273	1108	pT3T7-Pac	867	13	6	22		
7423	cDNA_clone	IMAGE:23095	Chromosome 18 open reading frame 17|Transcribed locus	C18orf17|N/A	MULTIPLE: Hs.128576|Hs.565314	188	T75185	125488; 619463|N/A	LafmBA	1500	13	7	22		
7424	cDNA_clone	IMAGE:742047	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	NDUFA11	Hs.406062	188	AA402901,  NM_175614	126328	pT3T7-Pac	779	13	8	22		
7425	cDNA_clone	IMAGE:281892	5'-nucleotidase, ecto (CD73)	NT5E	Hs.153952	188	N54117,  NM_002526	4907	pT3T7-Pac	1732	13	9	22		
7426	cDNA_clone	IMAGE:853159	N/A	N/A	N/A	188	AA668311	N/A	pBluescriptSK-	1500	13	10	22		
7427	cDNA_clone	IMAGE:1055414	N/A	N/A	N/A	188	AA626040	N/A	pT3T7-Pac	937	13	11	22		
7428	cDNA_clone	IMAGE:1055573	Phosphatidylinositol glycan, class C	PIGC	Hs.188456	188	AA620893,  NM_002642	5279	pT3T7-Pac	674	13	12	22		
7429	cDNA_clone	IMAGE:1055663	Arrestin domain containing 3	ARRDC3	Hs.24684	188	AA620955,  NM_020801	57561	pT3T7-Pac	797	13	13	22		
7430	cDNA_clone	IMAGE:1519013	Family with sequence similarity 58, member A	MGC29729	Hs.496943	188	AA910981,  NM_152274	92002	pT3T7-Pac	779	13	14	22		
7431	cDNA_clone	IMAGE:1493187	CDNA clone IMAGE:4831215	N/A	Hs.175285	188	AA878915,  BC034638	N/A	pT3T7-Pac	1248	13	15	22		
7432	cDNA_clone	IMAGE:1493217	Multiple inositol polyphosphate histidine phosphatase, 1	MINPP1	Hs.121260	188	AI791571,  NM_004897	9562	pT3T7-Pac	1294	13	16	22		
7433	cDNA_clone	IMAGE:1473914	Hypothetical protein LOC284233	LOC284233	Hs.406242	188	AA915976,  BC037172	284233; 440483	pT3T7-Pac	1129	13	17	22		
7434	cDNA_clone	IMAGE:1559230	Elongation factor Tu GTP binding domain containing 1	EFTUD1	Hs.459114	188	AA983573,  NM_024580	79631	pT3T7-Pac	1094	13	18	22		
7435	cDNA_clone	IMAGE:1564976	N/A	N/A	N/A	188		N/A	pT3T7-Pac	1094	13	19	22		IMAGE:1564976
7436	cDNA_clone	IMAGE:1504628	WNT inhibitory factor 1	WIF1	Hs.284122	188	AA897696,  NM_007191	11197	pT3T7-Pac	1248	13	20	22		
7437	cDNA_clone	IMAGE:1569187	Heparan sulfate (glucosamine) 3-O-sulfotransferase 4	HS3ST4	Hs.510835	188	AA973808,  NM_006040	9951	pT3T7-Pac	700	13	21	22		
7438	cDNA_clone	IMAGE:1636846	N/A	N/A	N/A	188		N/A	pT3T7-Pac	1328	13	22	22		IMAGE:1636846
7439	cDNA_clone	IMAGE:1632038	Chromosome 20 open reading frame 177	C20orf177	Hs.504920	188	AA994842,  NM_022106	63939	pT3T7-Pac	1440	13	23	22		
7440	cDNA_clone	IMAGE:1632154	Histocompatibility (minor) HA-1	HA-1	Hs.465521	188	AI004920,  NM_012292	23526	pT3T7-Pac	853	13	24	22		
7441	cDNA_clone	IMAGE:1628976	Transcribed locus	N/A	Hs.128076	188	AA994516,  BM993293	N/A	pT3T7-Pac	1555	13	1	23		
7442	cDNA_clone	IMAGE:814107	Solute carrier family 35, member F5	SLC35F5	Hs.292509	188	AA465381,  NM_025181	80255	pT3T7-Pac	1328	13	2	23		
7443	cDNA_clone	IMAGE:645578	Chromosome 9 open reading frame 112	C9orf112	Hs.292570	188	AA206298,  NM_138778	92715	pBluescriptSK-	2000	13	3	23		
7444	cDNA_clone	IMAGE:814585	Ras-GTPase-activating protein SH3-domain-binding protein	G3BP	Hs.3353	188	AA480902,  NM_005754	10146	pT3T7-Pac	1000	13	4	23		
7445	cDNA_clone	IMAGE:1584551	Surfactant, pulmonary-associated protein B	SFTPB	Hs.512690	188	AA972350,  NM_198843	6439	pT3T7-Pac	1129	13	5	23		
7446	cDNA_clone	IMAGE:23000	Chromosome X open reading frame 36	CXorf36	Hs.98321	188	R38645,  NM_024689	79742	LafmBA	1589	13	6	23		
7447	cDNA_clone	IMAGE:506669	PWWP domain containing 2	PWWP2	Hs.527751	188	AA708916,  NM_138499	170394	pT3T7-Pac	837	13	7	23		
7448	cDNA_clone	IMAGE:731061	Fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	FLT1	Hs.507621	188	AA421341,  NM_002019	2321	pT3T7-Pac	1041	13	8	23		
7449	cDNA_clone	IMAGE:731103	Transcribed locus	N/A	Hs.120837	188	AA421243,  AA421413	N/A	pT3T7-Pac	888	13	9	23		
7450	cDNA_clone	IMAGE:462632	Choline kinase alpha	CHKA	Hs.77221	188	AA704977,  NM_001277	1119	pT3T7-Pac	1563	13	10	23		
7451	cDNA_clone	IMAGE:462665	CDNA FLJ32525 fis, clone SMINT2000060	N/A	Hs.185918	188	AA705015,  AK057087	N/A	pT3T7-Pac	1000	13	11	23		
7452	cDNA_clone	IMAGE:1638550	Protein kinase, X-linked	PRKX	Hs.390788	188	AI016760,  NM_005044	5613	pT3T7-Pac	1393	13	12	23		
7453	cDNA_clone	IMAGE:502782	RAN binding protein 3	RANBP3	Hs.531752	188	AA126623,  NM_003624	8498	pT3T7-Pac	1310	13	13	23		
7454	cDNA_clone	IMAGE:745289	Chromosome 14 open reading frame 142	C14orf142	Hs.20142	188	AA625570,  NM_032490	84520	pT3T7-Pac	1084	13	14	23		
7455	cDNA_clone	IMAGE:745301	KM-HN-1 protein	MGC33607	Hs.41101	188	AA625586,  NM_152775	256309	pT3T7-Pac	924	13	15	23		
7456	cDNA_clone	IMAGE:745327	Transcribed locus	N/A	Hs.547962	188	AA625648,  AA625648	N/A	pT3T7-Pac	758	13	16	23		
7457	cDNA_clone	IMAGE:773523	SRY (sex determining region Y)-box 6	SOX6	Hs.368226	188	AA428135,  NM_017508	55553	pT3T7-Pac	1343	13	17	23		
7458	cDNA_clone	IMAGE:1049070	Leucine rich repeat containing 27	LRRC27	Hs.119897	188	NM_030626	80313	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		13	18	23		
7459	cDNA_clone	IMAGE:1049080	Adenylosuccinate synthase like 1	ADSSL1	Hs.375179	188	NM_199165	122622	pT3T7-Pac	662	13	19	23		
7460	cDNA_clone	IMAGE:1292202	Microsomal triglyceride transfer protein	MTP	Hs.195799	188	NM_000253	4547	pT3T7-Pac	1768	13	20	23		
7461	cDNA_clone	IMAGE:877884	SH3-binding domain protein 5-like	KIAA1720	Hs.298573	188	AA625727,  NM_030645	80851	pT3T7-Pac	1500	13	21	23		
7462	cDNA_clone	IMAGE:240680	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	ARFGEF1	Hs.411848	188	H90297,  NM_006421	10565	pT3T7-Pac	1434	13	22	23		
7463	cDNA_clone	IMAGE:240796	Maternally expressed 3	MEG3	Hs.568182	188	H91065,  AK126659	55384	pT3T7-Pac	747	13	23	23		
7464	cDNA_clone	IMAGE:447510	Stabilin 2	STAB2	Hs.408249	188	AA702243,  NM_017564	55576	pT3T7-Pac	1842	13	24	23		
7465	cDNA_clone	IMAGE:726727	Elongation factor RNA polymerase II	ELL	Hs.515260	188	AA398283,  NM_006532	8178	pT7T3D-PacI		13	1	24		
7466	cDNA_clone	IMAGE:730511	Cyclin-dependent kinase 6|ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	CDK6|ELOVL6	MULTIPLE: Hs.119882|Hs.412939	188	AA412496	1021|79071	pT7T3D-PacI		13	2	24		
7467	cDNA_clone	IMAGE:186875	Keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)	KRT14	Hs.355214	188	R88146,  NM_000526	3861	pT7T3D-PacI		13	3	24		
7468	cDNA_clone	IMAGE:753976	Epidermal growth factor receptor pathway substrate 15	EPS15	Hs.83722	188	AA479964,  NM_001981	2060	pT7T3D-PacI		13	4	24		
7469	cDNA_clone	IMAGE:3183535	Transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor	TCF1	Hs.567343	188	BE348240,  NM_000545	6927	pT7T3D-PacI		13	5	24		
7470	cDNA_clone	IMAGE:3450203	Catenin (cadherin-associated protein), delta 1	CTNND1	Hs.166011	188	NM_001331	1500	pCMV-SPORT6		13	6	24		
7471	cDNA_clone	IMAGE:3631962	N/A	N/A	N/A	188		N/A	pOTB7		13	7	24		IMAGE:3631962
7472	cDNA_clone	IMAGE:2958002	MutY homolog (E. coli)	MUTYH	Hs.271353	188	BE206149,  NM_012222	4595	pOTB7		13	8	24		
7473	cDNA_clone	IMAGE:811886	Dual specificity phosphatase 22	DUSP22	Hs.29106	188	AA456248,  NM_020185	56940	pT3T7-Pac		13	9	24		
7474	cDNA_clone	IMAGE:823665	Pre-B-cell colony enhancing factor 1	PBEF1	Hs.489615	188	AA489629,  NM_005746	10135	pT3T7-Pac		13	10	24		
7475	cDNA_clone	IMAGE:785530	Pelota homolog (Drosophila)	PELO	Hs.519304	188	AA450323,  NM_181501	53918; 3672; 2036	pT3T7-Pac		13	11	24		
7476	cDNA_clone	IMAGE:252904	AT-binding transcription factor 1	ATBF1	Hs.461285	188	H88486,  NM_006885	463	pBluescriptSK-	788	13	12	24		
7477	cDNA_clone	BC DOX 6 A09									13	13	24	BC DOX 6 A09	
7478	cDNA_clone	BC DOX 4 B02									13	14	24	BC DOX 4 B02	
7479	cDNA_clone	BC DOX 4 B04									13	15	24	BC DOX 4 B04	
7480	cDNA_clone	BC DOX 4 B06	AW682675 EST01305(unknown)								13	16	24	BC DOX 4 B06	
7481	cDNA_clone	IMAGE:148354	Hypothetical LOC388298	N/A	Hs.334135	188	H13279,  CD177673	388298	pT3T7-Pac	1000	13	17	24		
7482	cDNA_clone	IMAGE:148634	Metal response element binding transcription factor 2	M96	Hs.31016	188	H12670,  NM_007358	22823	pT3T7-Pac	788	13	18	24		
7483	cDNA_clone	IMAGE:149157	Hypothetical gene supported by AK091454	N/A	Hs.380048	188	R82474,  NM_001025266	285382	pT3T7-Pac	888	13	19	24		
7484	cDNA_clone	IMAGE:1628116	Microtubule associated monoxygenase, calponin and LIM domain containing 3	MICAL3	Hs.165551	188	AA994320,  AK127487	57553	pT3T7-Pac	700	13	20	24		
7485	cDNA_clone	IMAGE:1636907	MTERF domain containing 3	LOC80298	Hs.5009	188	AI000276,  NM_001033050	80298	pT3T7-Pac	788	13	21	24		
7486	cDNA_clone	IMAGE:1628949	Transcribed locus	N/A	Hs.128553	188	AA994020,  BX097383	N/A	pT3T7-Pac	603	13	22	24		
7487	cDNA_clone	IMAGE:1628961	Transcribed locus	N/A	Hs.569715	188	AA994033,  BX107063	N/A	pT3T7-Pac	752	13	23	24		
7488	cDNA_landinglight	IMAGE:2580289	B-actin_1/4	ACTB	Hs.520640	188	AW081870,  NM_001101	60	pCMV-SPORT6		13	24	24		
7489	cDNA_landinglight	IMAGE:2580289	B-actin_1/4	ACTB	Hs.520640	188	AW081870,  NM_001101	60	pCMV-SPORT6		14	1	1		
7490	cDNA_landinglight	IMAGE:2580289	B-actin_1/8	ACTB	Hs.520640	188	AW081870,  NM_001101	60	pCMV-SPORT6		14	2	1		
7491	cDNA_clone	BC DDP 4 E11	D17024 HepG2 partial cDNA clone hmd3c02m5(unknown)								14	3	1	BC DDP 4 E11	
7492	cDNA_clone	BC DDP 4 G11	AF087481 retinoblastoma binding protein 2 homolog 1(tumor suppressor)								14	4	1	BC DDP 4 G11	
7493	cDNA_clone	BC TAX 3 A05	XM_016257 similar to heterogeneous nuclear protein similar to rat helix destabilizing protein(translation?)								14	5	1	BC TAX 3 A05	
7494	cDNA_clone	BC TAX 3 C05	AB051528 KIAA1741 protein(unknown)								14	6	1	BC TAX 3 C05	
7495	cDNA_clone	BC TAX 3 E05	AF161430 HSPC312(unknown)								14	7	1	BC TAX 3 E05	
7496		no clone									14	8	1	--NO CLONE	
7497	cDNA_clone	BC TAX 3 A11	BC005145 GDP dissociation inhibitor 2(cellular transportation)								14	9	1	BC TAX 3 A11	
7498	cDNA_clone	BC TAX 3 C11									14	10	1	BC TAX 3 C11	
7499	cDNA_clone	BC TAX 3 E11									14	11	1	BC TAX 3 E11	
7500		no clone									14	12	1	--NO CLONE	
7501	cDNA_clone	BC DOX 2 A05	(unknown)								14	13	1	BC DOX 2 A05	
7502	cDNA_clone	BC DOX 2 C05									14	14	1	BC DOX 2 C05	
7503	cDNA_clone	BC DOX 2 E05	AF154840 Ras-like GTP-binding protein (RAB27A )(Rab27a as a critical gene for organelle-specific protein traffi								14	15	1	BC DOX 2 E05	
7504	cDNA_clone	BC DOX 2 G05									14	16	1	BC DOX 2 G05	
7505	cDNA_clone	BC DOX 2 A11									14	17	1	BC DOX 2 A11	
7506	cDNA_clone	BC DOX 2 C11									14	18	1	BC DOX 2 C11	
7507	cDNA_clone	BC DOX 2 E11									14	19	1	BC DOX 2 E11	
7508	cDNA_clone	BC DOX 2 G11									14	20	1	BC DOX 2 G11	
7509		no clone									14	21	1	--NO CLONE	
7510		no clone									14	22	1	--NO CLONE	
7511	Control	Strata_3	Alien pcr-product nr 3 Stratagene								14	23	1	--CONTROL_Alien pcr-product nr 3 Stratagene	
7512	Control	Amer_ratio1	Amersham ratio control 1 100ng/ul								14	24	1	--CONTROL_Amersham ratio control 1 100ng/ul	
7513	cDNA_landinglight	IMAGE:2580289	B-actin_1/16	ACTB	Hs.520640	188	AW081870,  NM_001101	60	pCMV-SPORT6		14	1	2		
7514	cDNA_clone	IMAGE:284701	Folate hydrolase (prostate-specific membrane antigen) 1	FOLH1	Hs.380325	188	N64840,  NM_004476	2346	pT3T7-Pac	1000	14	2	2		
7515	cDNA_clone	IMAGE:266318	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	MLLT4	Hs.567305	188	N35650,  NM_005936	4301	pT3T7-Pac	1000	14	3	2		
7516	cDNA_clone	IMAGE:268188	Proline rich Gla (G-carboxyglutamic acid) 1	PRRG1	Hs.190341	188	N35775,  NM_000950	5638	pT3T7-Pac	2000	14	4	2		
7517	cDNA_clone	IMAGE:490778	Ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa	QP-C	Hs.146602	188	AA133191,  NM_014402	27089	pT3T7-Pac	700	14	5	2		
7518	cDNA_clone	IMAGE:590615	Integrin-linked kinase-2	ILK	Hs.5158	188	AA148199,  NM_001014795	3611; 55522	pBluescriptSK-	1919	14	6	2		
7519	cDNA_clone	IMAGE:278650	Protein phosphatase 1, regulatory (inhibitor) subunit 8	PPP1R8	Hs.533474	188	N99208,  NM_138558	5511	pT3T7-Pac	1084	14	7	2		
7520	cDNA_clone	IMAGE:755612	LY6/PLAUR domain containing 1	LYPDC1	Hs.432395	188	AA419229,  NM_144586	116372; 2863	pT3T7-Pac	1817	14	8	2		
7521		no clone									14	9	2	--NO CLONE	
7522	cDNA_clone	IMAGE:69184	RIO kinase 3 (yeast)	RIOK3	Hs.445511	188	T54240,  NM_145906	8780	pBluescriptSK-	2000	14	10	2		
7523	cDNA_clone	IMAGE:280740	C-myc promoter binding protein	MYCPBP	Hs.513817	188	N50544,  NM_005848	10260	pT3T7-Pac	961	14	11	2		
7524	cDNA_clone	IMAGE:796946	Chondroitin sulfate proteoglycan 6 (bamacan)|Dimethylarginine dimethylaminohydrolase 1	CSPG6|DDAH1	MULTIPLE: Hs.24485|Hs.379858	188	AA463410	9126|23576	pT3T7-Pac	1328	14	12	2		
7525	cDNA_clone	IMAGE:270136	KIAA1799 protein|Deleted in lymphocytic leukemia, 2	KIAA1799|DLEU2	MULTIPLE: Hs.269768|Hs.508041	188	N25204	84455; 79469|8847	pT3T7-Pac	2000	14	13	2		
7526	cDNA_clone	IMAGE:244194	Hypothetical gene supported by BC020307; NM_005517|COBL-like 1	N/A|COBLL1	MULTIPLE: Hs.460682|Hs.560777	188	N51030	388270|22837	pT3T7-Pac	1184	14	14	2		
7527	cDNA_clone	IMAGE:784109	Sarcoglycan, epsilon	SGCE	Hs.371199	188	AA432066,  NM_003919	8910	pT3T7-Pac	1084	14	15	2		
7528	cDNA_clone	IMAGE:509943	Dyskeratosis congenita 1, dyskerin	DKC1	Hs.4747	188	AA053442,  NM_001363	1736	pBluescriptSK-	1176	14	16	2		
7529	cDNA_clone	IMAGE:784253	Solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	SLC25A17	Hs.474938	188	AA446906,  NM_006358	10478	pT3T7-Pac	2000	14	17	2		
7530	cDNA_clone	IMAGE:73609	Heparan sulfate (glucosamine) 3-O-sulfotransferase 1	HS3ST1	Hs.507348	188	T55714,  NM_005114	9957	pBluescriptSK-	1328	14	18	2		
7531	cDNA_clone	BC DDP 4 A05	AF347015 NADH dehydrogenase subunit 2(mitochondria gene energy-generating)								14	19	2	BC DDP 4 A05	
7532	cDNA_clone	BC DDP 4 C05	NM_001521 general transcription factor IIIC polypeptide 2(transcription)								14	20	2	BC DDP 4 C05	
7533	cDNA_clone	BC DDP 4 E05	(unknown)								14	21	2	BC DDP 4 E05	
7534	cDNA_clone	BC DDP 4 G05	NM_001402 eukaryotic translation elongation factor 1 alpha 1(translation)								14	22	2	BC DDP 4 G05	
7535	cDNA_clone	BC DDP 4 A11	NM_016001 CGI-48(unkonwn)								14	23	2	BC DDP 4 A11	
7536	cDNA_clone	BC DDP 4 C11	D50911 KIAA0121(unknown)								14	24	2	BC DDP 4 C11	
7537	cDNA_clone	IMAGE:223483	Dual specificity phosphatase 1	DUSP1	Hs.171695	188	H86754,  NM_004417	1843	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		14	1	3		
7538	cDNA_clone	IMAGE:196115	Chemokine (C-X-C motif) receptor 6	CXCR6	Hs.34526	188	R92239,  NM_006564	10663	pT3T7-Pac	820	14	2	3		
7539	cDNA_clone	IMAGE:813184	Tumor necrosis factor, alpha-induced protein 1 (endothelial)	TNFAIP1	Hs.76090	188	AA456314,  NM_021137	7126	pT3T7-Pac	779	14	3	3		
7540	cDNA_clone	IMAGE:41356	Protein phosphatase 2, regulatory subunit B (B56), alpha isoform	PPP2R5A	Hs.497684	188	R59164,  NM_006243	5525	LafmBA	1673	14	4	3		
7541	cDNA_clone	IMAGE:165878	Integrin, alpha 8	ITGA8	Hs.171311	188	R88006,  NM_003638	8516	pT3T7-Pac	1817	14	5	3		
7542	cDNA_clone	IMAGE:155583	TNF receptor-associated factor 1	TRAF1	Hs.531251	188	R71691,  NM_005658	7185	pT3T7-Pac	888	14	6	3		
7543	cDNA_clone	IMAGE:813707	Regulator of G-protein signalling 16	RGS16	Hs.413297	188	AA453857,  NM_002928	6004	pT3T7-Pac	965	14	7	3		
7544	cDNA_clone	IMAGE:124781	Squalene epoxidase	SQLE	Hs.71465	188	NM_003129	6713	pT3T7-Pac	758	14	8	3		
7545		no clone									14	9	3	--NO CLONE	
7546	cDNA_clone	IMAGE:767994	Striatin, calmodulin binding protein 3	STRN3	Hs.401843	188	AA418918,  NM_014574	29966	pT3T7-Pac	1563	14	10	3		
7547	cDNA_clone	IMAGE:52079	Protein tyrosine phosphatase, receptor type, R	PTPRR	Hs.506076	188	H23202,  NM_002849	5801	LafmBA	1159	14	11	3		
7548	cDNA_clone	IMAGE:773188	Nuclear receptor subfamily 1, group D, member 2	NR1D2	Hs.37288	188	AA428473,  NM_005126	9975	pT3T7-Pac	2000	14	12	3		
7549	cDNA_clone	IMAGE:774036	Glutathione S-transferase omega 1	GSTO1	Hs.190028	188	AA441895,  NM_004832	9446	pT3T7-Pac	1225	14	13	3		
7550	cDNA_clone	IMAGE:841308	Myosin, light polypeptide kinase	MYLK	Hs.477375	188	AA487215,  NM_053025	4638	pBluescriptSK-	700	14	14	3		
7551	cDNA_clone	IMAGE:841617	Ornithine decarboxylase antizyme 1	OAZ1	Hs.446427	188	AA487681,  NM_004152	4946	pBluescriptSK-	878	14	15	3		
7552	cDNA_clone	IMAGE:77728	Solute carrier family 20 (phosphate transporter), member 2	SLC20A2	Hs.491611	188	T55931,  NM_006749	6575	pBluescriptSK-	772	14	16	3		
7553	cDNA_clone	IMAGE:293940	Early endosome antigen 1, 162kD	EEA1	Hs.567367	188	N66043,  NM_003566	8411	pT3T7-Pac	1732	14	17	3		
7554	cDNA_clone	IMAGE:356707	Ribosomal protein S6|Hypothetical protein FLJ10404	RPS6|FLJ10404	MULTIPLE: Hs.408073|Hs.484289	188	W84558	6194|54540	pT3T7-Pac	1294	14	18	3		
7555	cDNA_clone	IMAGE:66711	CCR4-NOT transcription complex, subunit 1	CNOT1	Hs.460923	188	T64885,  NM_016284	23019	pT3T7-Pac	961	14	19	3		
7556	cDNA_clone	IMAGE:783697	BCL2/adenovirus E1B 19kDa interacting protein 3	BNIP3	Hs.144873	188	NM_004052	664	pT3T7-Pac	1107	14	20	3		
7557	cDNA_clone	IMAGE:782824	Metal-regulatory transcription factor 1	MTF1	Hs.471991	188	AA448256,  NM_005955	4520	pT3T7-Pac	1038	14	21	3		
7558	cDNA_clone	IMAGE:137535	Tripartite motif-containing 24	TIF1	Hs.490287	188	R39430,  NM_015905	8805	pT3T7-Pac	1248	14	22	3		
7559	cDNA_clone	IMAGE:563621	TNF receptor-associated factor 5	TRAF5	Hs.523930	188	AA101279,  NM_004619	7188	pBluescriptSK-	2000	14	23	3		
7560	cDNA_clone	IMAGE:824659	Islet cell autoantigen 1, 69kDa	ICA1	Hs.487561	188	AA491302,  NM_022307	3382	pT3T7-Pac	924	14	24	3		
7561	cDNA_clone	IMAGE:82734	Acyl-CoA synthetase long-chain family member 1	ACSL1	Hs.406678	188	T73556,  NM_001995	2180	pBluescriptSK-	1629	14	1	4		
7562	cDNA_clone	IMAGE:247103	Rhesus blood group, CcEe antigens	RHCE	Hs.449968	188	N59044,  NM_020485	6006	pT3T7-Pac	1084	14	2	4		
7563	cDNA_clone	IMAGE:415828	Pregnancy-associated plasma protein A, pappalysin 1	PAPPA	Hs.494928	188	W84836,  NM_002581	5069; 493913	pT3T7-Pac	1197	14	3	4		
7564	cDNA_clone	IMAGE:452374	Orosomucoid 2	ORM2	Hs.522356	188	AA700876,  NM_000608	5005; 158267	pT3T7-Pac	950	14	4	4		
7565	cDNA_clone	IMAGE:45600	Mevalonate kinase (mevalonic aciduria)	MVK	Hs.130607	188	H08303,  NM_000431	4598	LafmBA	1768	14	5	4		
7566	cDNA_clone	IMAGE:590727	Regulator of nonsense transcripts 1	RENT1	Hs.515266	188	AA156376,  NM_002911	5976	pBluescriptSK-	765	14	6	4		
7567		no clone									14	7	4	--NO CLONE	
7568	cDNA_clone	IMAGE:878835	Norrie disease (pseudoglioma)	NDP	Hs.522615	188	AA670439,  NM_000266	4693	pT3T7-Pac	1440	14	8	4		
7569	cDNA_clone	IMAGE:447509	Major histocompatibility complex, class II, DO alpha	HLA-DOA	Hs.351874	188	AA702254,  NM_002119	3111	pT3T7-Pac	1225	14	9	4		
7570	cDNA_clone	IMAGE:785572	Zinc finger protein 131 (clone pHZ-10)	ZNF131	Hs.559433	188	AA449429,  AK057343	7690	pT3T7-Pac	2000	14	10	4		
7571	cDNA_clone	IMAGE:248295	Cyclin I	CCNI	Hs.518827	188	NM_006835	10983			14	11	4		
7572	cDNA_clone	IMAGE:1476181	Centrin, EF-hand protein, 1	CETN1	Hs.122511	188	AA872034,  NM_004066	1068	pT3T7-Pac	1000	14	12	4		
7573	cDNA_clone	IMAGE:1492304	Nucleolar protein 5A (56kDa with KKE/D repeat)	NOL5A	Hs.376064	188	AA894577,  NM_006392	10528	pT3T7-Pac	728	14	13	4		
7574	cDNA_clone	IMAGE:488964	Histone 2, H2aa	HIST2H2AA	Hs.530461	188	AA057146,  NM_003516	8337	pT3T7-Pac	779	14	14	4		
7575	cDNA_clone	IMAGE:741988	Aminoacylase 1|Transcribed locus	ACY1|N/A	MULTIPLE: Hs.334707|Hs.559649	188	AA405410	95|N/A	pT3T7-Pac	544	14	15	4		
7576	cDNA_clone	IMAGE:1493383	Chromosome 19 open reading frame 24	C19orf24	Hs.25489	188	AA894694,  NM_017914	55009	pT3T7-Pac	728	14	16	4		
7577	cDNA_clone	IMAGE:1468310	Tubby like protein 2	TULP2	Hs.104636	188	AA884015,  NM_003323	7288	pT3T7-Pac	1328	14	17	4		
7578	cDNA_clone	IMAGE:49464	Uracil-DNA glycosylase	UNG	Hs.191334	188	H15111,  NM_003362	7374	LafmBA	2000	14	18	4		
7579	cDNA_clone	IMAGE:143443	Thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	TBXAS1	Hs.520757	188	R76436,  NM_001061	6916; 389562	pBluescript SK	1253	14	19	4		
7580	cDNA_clone	IMAGE:44351	MCF.2 cell line derived transforming sequence	MCF2	Hs.387262	188	H06093,  NM_005369	4168	pBluescript SK	1795	14	20	4		
7581	cDNA_clone	IMAGE:240634	Inositol(myo)-1(or 4)-monophosphatase 1	IMPA1	Hs.492120	188	H90874,  NM_005536	3612	Bluescript SK	937	14	21	4		
7582	cDNA_clone	IMAGE:141818	Small nuclear ribonucleoprotein polypeptide A	SNRPA	Hs.466775	188	R70578,  NM_004596	6626	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		14	22	4		
7583	cDNA_clone	IMAGE:45544	Transgelin 2	TAGLN2	Hs.517168	188	H08564,  NM_003564	8407	pT7T3D	1434	14	23	4		
7584	cDNA_clone	IMAGE:68977	Proteasome (prosome, macropain) subunit, beta type, 10	PSMB10	Hs.9661	188	T54166,  NM_002801	5699	pBluescript SK	1202	14	24	4		
7585	cDNA_clone	IMAGE:460233	Transferrin receptor (p90, CD71)	TFRC	Hs.529618	188	AA677486,  NM_003234	7037	pT3T7-Pac	800	14	1	5		
7586	cDNA_clone	IMAGE:49295	Ankyrin 3, node of Ranvier (ankyrin G)	ANK3	Hs.499725	188	H15559,  NM_020987	288	LafmBA	1555	14	2	5		
7587	cDNA_clone	IMAGE:245799	Kruppel-like factor 12	KLF12	Hs.373857	188	N55292,  NM_007249	11278	pT3T7-Pac	1563	14	3	5		
7588	cDNA_clone	IMAGE:245908	Glycophorin E	GYPE	Hs.371903	188	N77375,  NM_198682	2996	pT3T7-Pac	1393	14	4	5		
